x;y
20.3208;18.4677
20.3208;18.4677
20.3208;18.4676
20.3208;18.4676
20.3208;18.4676
20.3207;18.4675
20.3208;18.4676
20.3207;18.4675
20.3207;18.4675
20.3208;18.4676
20.3126;18.4674
20.3127;18.4676
